            1    228.4284        228.4284        442.5800    
            2    228.4197        228.4197        442.5632    
            3    228.4295        228.4295        442.5821    
            4    228.4557        228.4557        442.6329    
            5    228.4580        228.4580        442.6373    
            6    228.4444        228.4444        442.6110    
            7    228.4202        228.4202        442.5641    
            8    228.4533        228.4533        442.6283    
            9    228.4473        228.4473        442.6165    
           10    228.4262        228.4262        442.5758    
