     0.01000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.03000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.05000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.07000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.09000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.11000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.13000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.15000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.17000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.19000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.21000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.23000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.25000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.27000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.29000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.31000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.33000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.35000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.37000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.39000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.41000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.43000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.45000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.47000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.49000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.51000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.53000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.55000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.57000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.59000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.61000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.63000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.65000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.67000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.69000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.71000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.73000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.75000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.77000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.79000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.81000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.83000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.85000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.87000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.89000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.91000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.93000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.95000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.97000000        0.000000E+00   0.000000E+00   0.000000E+00
     0.99000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.01000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.03000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.05000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.07000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.09000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.11000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.13000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.15000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.17000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.19000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.21000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.23000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.25000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.27000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.29000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.31000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.33000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.35000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.37000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.39000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.41000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.43000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.45000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.47000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.49000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.51000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.53000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.55000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.57000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.59000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.61000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.63000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.65000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.67000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.69000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.71000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.73000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.75000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.77000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.79000000        0.000000E+00   0.000000E+00   0.000000E+00
     1.81000000        0.000000E+00   0.000000E+00   0.000000E+00
